case,split,digit,whole,zeros,layer,control,source_margin,target_margin,patched_margin,margin_effect,target_correct,patched_correct,model,revision
0,discovery,1,34,3,6,answer_position,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,6,number_tokens,1.5,-0.75,-4.0,-3.25,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,6,random_positions,1.5,-0.75,-0.625,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,7,answer_position,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,7,number_tokens,1.5,-0.75,-2.25,-1.5,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,7,random_positions,1.5,-0.75,-0.625,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,8,answer_position,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,8,number_tokens,1.5,-0.75,-1.75,-1.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,8,random_positions,1.5,-0.75,-0.5,0.25,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,9,answer_position,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,9,number_tokens,1.5,-0.75,-1.625,-0.875,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,9,random_positions,1.5,-0.75,-0.5,0.25,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,10,answer_position,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,10,number_tokens,1.5,-0.75,-1.0,-0.25,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,10,random_positions,1.5,-0.75,-0.5,0.25,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,11,answer_position,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,11,number_tokens,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,11,random_positions,1.5,-0.75,-0.625,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,12,answer_position,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,12,number_tokens,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,12,random_positions,1.5,-0.75,-0.625,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,13,answer_position,1.5,-0.75,-0.625,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,13,number_tokens,1.5,-0.75,-0.625,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,13,random_positions,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,14,answer_position,1.5,-0.75,-0.5,0.25,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,14,number_tokens,1.5,-0.75,-0.625,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,14,random_positions,1.5,-0.75,-1.0,-0.25,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,15,answer_position,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,15,number_tokens,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,15,random_positions,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,16,answer_position,1.5,-0.75,-1.25,-0.5,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,16,number_tokens,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,16,random_positions,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,17,answer_position,1.5,-0.75,1.25,2.0,False,True,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,17,number_tokens,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,17,random_positions,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,18,answer_position,1.5,-0.75,1.375,2.125,False,True,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,18,number_tokens,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,18,random_positions,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,19,answer_position,1.5,-0.75,1.375,2.125,False,True,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,19,number_tokens,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,19,random_positions,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,20,answer_position,1.5,-0.75,1.375,2.125,False,True,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,20,number_tokens,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,20,random_positions,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,21,answer_position,1.5,-0.75,1.375,2.125,False,True,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,21,number_tokens,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,21,random_positions,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,22,answer_position,1.5,-0.75,1.375,2.125,False,True,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,22,number_tokens,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,22,random_positions,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,23,answer_position,1.5,-0.75,1.375,2.125,False,True,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,23,number_tokens,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,23,random_positions,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,24,answer_position,1.5,-0.75,1.375,2.125,False,True,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,24,number_tokens,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,24,random_positions,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,25,answer_position,1.5,-0.75,1.375,2.125,False,True,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,25,number_tokens,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,25,random_positions,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,26,answer_position,1.5,-0.75,1.375,2.125,False,True,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,26,number_tokens,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,26,random_positions,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,27,answer_position,1.5,-0.75,1.375,2.125,False,True,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,27,number_tokens,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,27,random_positions,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,28,answer_position,1.5,-0.75,1.5,2.25,False,True,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,28,number_tokens,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,28,random_positions,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,29,answer_position,1.5,-0.75,1.5,2.25,False,True,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,29,number_tokens,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,29,random_positions,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,30,answer_position,1.5,-0.75,1.375,2.125,False,True,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,30,number_tokens,1.5,-0.75,-0.875,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,30,random_positions,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,31,answer_position,1.5,-0.75,1.5,2.25,False,True,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,31,number_tokens,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
0,discovery,1,34,3,31,random_positions,1.5,-0.75,-0.75,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,0,answer_position,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,0,number_tokens,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,0,random_positions,1.875,-1.0,-0.875,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,1,answer_position,1.875,-1.0,-0.875,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,1,number_tokens,1.875,-1.0,-1.25,-0.25,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,1,random_positions,1.875,-1.0,-0.875,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,2,answer_position,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,2,number_tokens,1.875,-1.0,-3.875,-2.875,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,2,random_positions,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,3,answer_position,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,3,number_tokens,1.875,-1.0,-3.625,-2.625,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,3,random_positions,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,4,answer_position,1.875,-1.0,-0.875,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,4,number_tokens,1.875,-1.0,-3.0,-2.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,4,random_positions,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,5,answer_position,1.875,-1.0,-0.875,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,5,number_tokens,1.875,-1.0,-3.375,-2.375,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,5,random_positions,1.875,-1.0,-0.875,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,6,answer_position,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,6,number_tokens,1.875,-1.0,-2.625,-1.625,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,6,random_positions,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,7,answer_position,1.875,-1.0,-0.875,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,7,number_tokens,1.875,-1.0,-2.0,-1.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,7,random_positions,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,8,answer_position,1.875,-1.0,-0.875,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,8,number_tokens,1.875,-1.0,-1.75,-0.75,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,8,random_positions,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,9,answer_position,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,9,number_tokens,1.875,-1.0,-1.5,-0.5,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,9,random_positions,1.875,-1.0,-0.875,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,10,answer_position,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,10,number_tokens,1.875,-1.0,-1.125,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,10,random_positions,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,11,answer_position,1.875,-1.0,-0.875,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,11,number_tokens,1.875,-1.0,-0.625,0.375,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,11,random_positions,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,12,answer_position,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,12,number_tokens,1.875,-1.0,-0.75,0.25,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,12,random_positions,1.875,-1.0,-0.875,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,13,answer_position,1.875,-1.0,-0.75,0.25,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,13,number_tokens,1.875,-1.0,-0.75,0.25,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,13,random_positions,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,14,answer_position,1.875,-1.0,-0.5,0.5,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,14,number_tokens,1.875,-1.0,-0.75,0.25,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,14,random_positions,1.875,-1.0,-0.875,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,15,answer_position,1.875,-1.0,-0.25,0.75,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,15,number_tokens,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,15,random_positions,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,16,answer_position,1.875,-1.0,-1.125,-0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,16,number_tokens,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,16,random_positions,1.875,-1.0,-1.0,0.0,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,17,answer_position,1.875,-1.0,1.625,2.625,False,True,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,17,number_tokens,1.875,-1.0,-0.875,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,17,random_positions,1.875,-1.0,-0.875,0.125,False,False,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
1,discovery,1,35,4,18,answer_position,1.875,-1.0,1.75,2.75,False,True,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
