id,case,template,whole,digit,zeros,control,layer,model,revision,template_mode,sequence_length,numeral_token_count,hard_margin,easy_margin,donor_margin,patched_margin,margin_effect,hard_correct,patched_correct,target_positions,source_positions,random_positions
causal-gen-003,3,relation_statements,104,3,1,donor_answer_position,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,20.875,26.375,-24.0,20.875,0.0,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]",[86],"[20, 45, 67, 77, 17, 42, 54, 57, 73, 80, 53]"
causal-gen-004,4,relation_statements,105,4,1,easy_number_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,22.375,26.75,-24.0,22.75,0.375,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[36, 37, 38, 39, 40, 41, 26, 27, 28, 29, 30]","[12, 55, 43, 67, 23, 2, 24, 61, 16, 8, 19]"
causal-gen-004,4,relation_statements,105,4,1,easy_random_positions,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,22.375,26.75,-24.0,21.875,-0.5,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[12, 55, 43, 67, 23, 2, 24, 61, 16, 8, 19]","[12, 55, 43, 67, 23, 2, 24, 61, 16, 8, 19]"
causal-gen-004,4,relation_statements,105,4,1,easy_answer_position,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,22.375,26.75,-24.0,22.5,0.125,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]",[86],"[12, 55, 43, 67, 23, 2, 24, 61, 16, 8, 19]"
causal-gen-004,4,relation_statements,105,4,1,donor_number_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,22.375,26.75,-24.0,-24.125,-46.5,True,False,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[12, 55, 43, 67, 23, 2, 24, 61, 16, 8, 19]"
causal-gen-004,4,relation_statements,105,4,1,donor_random_positions,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,22.375,26.75,-24.0,22.25,-0.125,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[12, 55, 43, 67, 23, 2, 24, 61, 16, 8, 19]","[12, 55, 43, 67, 23, 2, 24, 61, 16, 8, 19]"
causal-gen-004,4,relation_statements,105,4,1,donor_answer_position,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,22.375,26.75,-24.0,22.5,0.125,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]",[86],"[12, 55, 43, 67, 23, 2, 24, 61, 16, 8, 19]"
causal-gen-005,5,relation_statements,106,5,1,easy_number_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,24.25,27.25,-23.5,23.75,-0.5,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[36, 37, 38, 39, 40, 41, 26, 27, 28, 29, 30]","[51, 33, 5, 10, 13, 18, 23, 49, 75, 85, 62]"
causal-gen-005,5,relation_statements,106,5,1,easy_random_positions,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,24.25,27.25,-23.5,23.75,-0.5,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[51, 33, 5, 10, 13, 18, 23, 49, 75, 85, 62]","[51, 33, 5, 10, 13, 18, 23, 49, 75, 85, 62]"
causal-gen-005,5,relation_statements,106,5,1,easy_answer_position,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,24.25,27.25,-23.5,24.125,-0.125,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]",[86],"[51, 33, 5, 10, 13, 18, 23, 49, 75, 85, 62]"
causal-gen-005,5,relation_statements,106,5,1,donor_number_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,24.25,27.25,-23.5,-23.375,-47.625,True,False,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[51, 33, 5, 10, 13, 18, 23, 49, 75, 85, 62]"
causal-gen-005,5,relation_statements,106,5,1,donor_random_positions,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,24.25,27.25,-23.5,24.625,0.375,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[51, 33, 5, 10, 13, 18, 23, 49, 75, 85, 62]","[51, 33, 5, 10, 13, 18, 23, 49, 75, 85, 62]"
causal-gen-005,5,relation_statements,106,5,1,donor_answer_position,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,24.25,27.25,-23.5,24.25,0.0,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]",[86],"[51, 33, 5, 10, 13, 18, 23, 49, 75, 85, 62]"
causal-gen-006,6,relation_statements,107,6,1,easy_number_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,23.125,26.625,-22.625,23.375,0.25,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[36, 37, 38, 39, 40, 41, 26, 27, 28, 29, 30]","[62, 72, 75, 25, 44, 19, 12, 74, 10, 49, 80]"
causal-gen-006,6,relation_statements,107,6,1,easy_random_positions,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,23.125,26.625,-22.625,23.0,-0.125,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[62, 72, 75, 25, 44, 19, 12, 74, 10, 49, 80]","[62, 72, 75, 25, 44, 19, 12, 74, 10, 49, 80]"
causal-gen-006,6,relation_statements,107,6,1,easy_answer_position,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,23.125,26.625,-22.625,22.875,-0.25,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]",[86],"[62, 72, 75, 25, 44, 19, 12, 74, 10, 49, 80]"
causal-gen-006,6,relation_statements,107,6,1,donor_number_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,23.125,26.625,-22.625,-22.875,-46.0,True,False,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[62, 72, 75, 25, 44, 19, 12, 74, 10, 49, 80]"
causal-gen-006,6,relation_statements,107,6,1,donor_random_positions,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,23.125,26.625,-22.625,23.25,0.125,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[62, 72, 75, 25, 44, 19, 12, 74, 10, 49, 80]","[62, 72, 75, 25, 44, 19, 12, 74, 10, 49, 80]"
causal-gen-006,6,relation_statements,107,6,1,donor_answer_position,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,23.125,26.625,-22.625,23.0,-0.125,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]",[86],"[62, 72, 75, 25, 44, 19, 12, 74, 10, 49, 80]"
causal-gen-007,7,relation_statements,108,7,1,easy_number_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,22.25,26.5,-25.375,22.5,0.25,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[36, 37, 38, 39, 40, 41, 26, 27, 28, 29, 30]","[75, 12, 32, 20, 3, 66, 23, 71, 50, 80, 43]"
causal-gen-007,7,relation_statements,108,7,1,easy_random_positions,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,22.25,26.5,-25.375,23.0,0.75,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[75, 12, 32, 20, 3, 66, 23, 71, 50, 80, 43]","[75, 12, 32, 20, 3, 66, 23, 71, 50, 80, 43]"
causal-gen-007,7,relation_statements,108,7,1,easy_answer_position,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,22.25,26.5,-25.375,22.25,0.0,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]",[86],"[75, 12, 32, 20, 3, 66, 23, 71, 50, 80, 43]"
causal-gen-007,7,relation_statements,108,7,1,donor_number_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,22.25,26.5,-25.375,-25.375,-47.625,True,False,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[75, 12, 32, 20, 3, 66, 23, 71, 50, 80, 43]"
causal-gen-007,7,relation_statements,108,7,1,donor_random_positions,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,22.25,26.5,-25.375,22.125,-0.125,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[75, 12, 32, 20, 3, 66, 23, 71, 50, 80, 43]","[75, 12, 32, 20, 3, 66, 23, 71, 50, 80, 43]"
causal-gen-007,7,relation_statements,108,7,1,donor_answer_position,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,22.25,26.5,-25.375,22.25,0.0,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]",[86],"[75, 12, 32, 20, 3, 66, 23, 71, 50, 80, 43]"
causal-gen-008,8,relation_statements,109,8,1,easy_number_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,20.875,26.125,-29.375,22.5,1.625,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[36, 37, 38, 39, 40, 41, 26, 27, 28, 29, 30]","[44, 72, 55, 71, 49, 12, 25, 42, 24, 43, 80]"
causal-gen-008,8,relation_statements,109,8,1,easy_random_positions,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,20.875,26.125,-29.375,21.0,0.125,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[44, 72, 55, 71, 49, 12, 25, 42, 24, 43, 80]","[44, 72, 55, 71, 49, 12, 25, 42, 24, 43, 80]"
causal-gen-008,8,relation_statements,109,8,1,easy_answer_position,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,20.875,26.125,-29.375,20.875,0.0,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]",[86],"[44, 72, 55, 71, 49, 12, 25, 42, 24, 43, 80]"
causal-gen-008,8,relation_statements,109,8,1,donor_number_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,20.875,26.125,-29.375,-29.25,-50.125,True,False,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[44, 72, 55, 71, 49, 12, 25, 42, 24, 43, 80]"
causal-gen-008,8,relation_statements,109,8,1,donor_random_positions,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,20.875,26.125,-29.375,20.5,-0.375,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[44, 72, 55, 71, 49, 12, 25, 42, 24, 43, 80]","[44, 72, 55, 71, 49, 12, 25, 42, 24, 43, 80]"
causal-gen-008,8,relation_statements,109,8,1,donor_answer_position,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,20.875,26.125,-29.375,20.875,0.0,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]",[86],"[44, 72, 55, 71, 49, 12, 25, 42, 24, 43, 80]"
causal-gen-009,9,relation_statements,110,9,1,easy_number_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,20.875,26.25,-29.875,21.5,0.625,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[36, 37, 38, 39, 40, 41, 26, 27, 28, 29, 30]","[19, 66, 81, 83, 67, 11, 48, 45, 2, 23, 18]"
causal-gen-009,9,relation_statements,110,9,1,easy_random_positions,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,20.875,26.25,-29.875,20.5,-0.375,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[19, 66, 81, 83, 67, 11, 48, 45, 2, 23, 18]","[19, 66, 81, 83, 67, 11, 48, 45, 2, 23, 18]"
causal-gen-009,9,relation_statements,110,9,1,easy_answer_position,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,20.875,26.25,-29.875,20.75,-0.125,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]",[86],"[19, 66, 81, 83, 67, 11, 48, 45, 2, 23, 18]"
causal-gen-009,9,relation_statements,110,9,1,donor_number_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,20.875,26.25,-29.875,-30.125,-51.0,True,False,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[19, 66, 81, 83, 67, 11, 48, 45, 2, 23, 18]"
causal-gen-009,9,relation_statements,110,9,1,donor_random_positions,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,20.875,26.25,-29.875,20.875,0.0,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]","[19, 66, 81, 83, 67, 11, 48, 45, 2, 23, 18]","[19, 66, 81, 83, 67, 11, 48, 45, 2, 23, 18]"
causal-gen-009,9,relation_statements,110,9,1,donor_answer_position,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,87,11,20.875,26.25,-29.875,20.625,-0.25,True,True,"[26, 27, 28, 29, 30, 31, 37, 38, 39, 40, 41]",[86],"[19, 66, 81, 83, 67, 11, 48, 45, 2, 23, 18]"
causal-gen-010,10,relation_statements,111,0,2,easy_number_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,88,12,23.25,27.125,-22.25,24.0,0.75,True,True,"[26, 27, 28, 29, 30, 31, 32, 38, 39, 40, 41, 42]","[36, 37, 38, 39, 40, 41, 42, 26, 27, 28, 29, 30]","[59, 4, 51, 37, 57, 6, 69, 1, 66, 50, 75, 52]"
causal-gen-010,10,relation_statements,111,0,2,easy_random_positions,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,88,12,23.25,27.125,-22.25,23.5,0.25,True,True,"[26, 27, 28, 29, 30, 31, 32, 38, 39, 40, 41, 42]","[59, 4, 51, 37, 57, 6, 69, 1, 66, 50, 75, 52]","[59, 4, 51, 37, 57, 6, 69, 1, 66, 50, 75, 52]"
causal-gen-010,10,relation_statements,111,0,2,easy_answer_position,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,88,12,23.25,27.125,-22.25,23.0,-0.25,True,True,"[26, 27, 28, 29, 30, 31, 32, 38, 39, 40, 41, 42]",[87],"[59, 4, 51, 37, 57, 6, 69, 1, 66, 50, 75, 52]"
causal-gen-010,10,relation_statements,111,0,2,donor_number_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,88,12,23.25,27.125,-22.25,-22.375,-45.625,True,False,"[26, 27, 28, 29, 30, 31, 32, 38, 39, 40, 41, 42]","[26, 27, 28, 29, 30, 31, 32, 38, 39, 40, 41, 42]","[59, 4, 51, 37, 57, 6, 69, 1, 66, 50, 75, 52]"
causal-gen-010,10,relation_statements,111,0,2,donor_random_positions,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,88,12,23.25,27.125,-22.25,23.25,0.0,True,True,"[26, 27, 28, 29, 30, 31, 32, 38, 39, 40, 41, 42]","[59, 4, 51, 37, 57, 6, 69, 1, 66, 50, 75, 52]","[59, 4, 51, 37, 57, 6, 69, 1, 66, 50, 75, 52]"
causal-gen-010,10,relation_statements,111,0,2,donor_answer_position,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,system-role,88,12,23.25,27.125,-22.25,23.25,0.0,True,True,"[26, 27, 28, 29, 30, 31, 32, 38, 39, 40, 41, 42]",[87],"[59, 4, 51, 37, 57, 6, 69, 1, 66, 50, 75, 52]"
